organizationid,locationid,rowcount
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-1ddaa00b-b451-40be-a06d-287f3de6b3c1,72
org-d7a82a2f-b933-4459-8a1e-91a605df80f7,loc-e4645724-f0bc-4b02-98d3-b04da0145bf8,71
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-980f7f29-34d0-435e-a7ff-b1c018f6c6a8,71
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-ecfda2d5-b922-4200-9864-17db1131668e,66
org-81961a5e-0b5a-4e74-bd1f-9dbce15fc3ee,loc-73318099-09c3-42ea-a10e-3475fc396388,65
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-5f789d8e-ce41-4bba-aa8b-20e29d32ab0e,65
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-64396e3e-986a-4500-90f0-ec0b2af22cc6,65
org-84cdc751-3b4d-4d08-a37e-1c1e024a1b75,loc-d3d34ef1-0088-42ff-8fdd-03dc8df0b5d7,64
com-aqucw8u0y8,loc-71eb392f-9c3a-4e7a-af6d-aee2f7e21925,56
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-e4e5b809-6dae-4f7a-a914-c411cb5529b6,56
org-c423a6da-65d4-4372-81f8-d80fecf3e71f,loc-c8f1def6-0980-42a1-a2e7-6f960b442f5c,55
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-318502af-b3bb-457d-90b8-faa06bb1d0ae,54
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-0bb0bf11-fe00-400d-87f8-2601cce1f033,54
org-ec036282-b0cb-48b7-b085-07778d8a9490,loc-3e1740ce-d5cc-48f7-a792-ba41d3323fec,53
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-4dd0927d-affe-4f8f-88b5-7fabf74d8109,53
org-7b76f4b4-7732-43b7-8c89-0a6c949ba1c2,loc-2c503a96-73d6-4e4d-96b1-1aa994941f48,51
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-47ae18ad-8089-4c76-80d0-8202785cc8a3,50
org-71d61bba-fcd2-4367-9041-c8e3639753d4,loc-c64915e0-786d-4c1a-9df3-510039a95d81,50
com-q9raq2mv7j,loc-38c5fbfr7x,48
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-26f4fe5e-3f8f-44ab-814f-20de351cde40,48
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-943ef544-c414-40c1-88ce-0ccaa445948b,48
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-35126b70-492b-4cf5-84c4-f18564e3fa7a,48
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-4a6fcc90-510a-4338-854a-6b9f63e5edf1,48
org-ec036282-b0cb-48b7-b085-07778d8a9490,loc-e04baaea-ca0b-481b-aebf-3cbcca96eff3,47
org-d7a82a2f-b933-4459-8a1e-91a605df80f7,loc-0a2ba439-ed3e-4aaf-aa2d-4585c97de7ef,46
org-ec036282-b0cb-48b7-b085-07778d8a9490,loc-27bb8e7f-4eac-49f5-946c-a3478273e3e9,43
org-5cf80db5-7a28-4dcf-846b-8cdf5f362269,loc-c5d835ff-f3bc-459f-8814-e3dc307d3651,41
org-80aa3533-c30f-4d4f-8d65-3a00857fb8c6,loc-6d547b2e-988c-4f8c-a208-f86973b9b034,41
org-6477410b-c45f-482f-92c6-31ca3f191d70,loc-7f64cab3-58cc-4596-adf6-92689f3033cd,36
org-91d0f611-fa06-42dc-b616-282c4d8dfda3,loc-6e7b9db3-563b-4433-a013-a2195f8f60f9,36
org-71d61bba-fcd2-4367-9041-c8e3639753d4,loc-85ba1d23-1560-4ebc-bb9a-c621e327f626,33
org-afc9771a-d153-497e-ad85-c8356572a7e6,loc-00cabd1d-4f1e-4e4a-96b3-fcb446230341,33
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-a36426ff-92d0-4a60-8351-534c04cc73da,33
org-28e544a5-776e-4870-ac64-d10d069142a8,loc-6960ea36-38f2-4794-a510-7c7af7aafee2,28
org-ec036282-b0cb-48b7-b085-07778d8a9490,loc-51db254f-f403-4325-9cc7-32ff3c628a61,27
org-8b715974-fccf-44f2-950a-adbc687fe9bf,loc-1408590b-bb6d-42ea-9e86-fac19613930d,24
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-ac4dcf8a-1492-479c-9806-263354ef2863,24
org-ec036282-b0cb-48b7-b085-07778d8a9490,loc-e96ed8d0-89b6-41c5-96fa-56a04e7a9a36,24
com-8umc347sbf,loc-f5187134-908b-478d-b8f7-3e1b29cb1e52,23
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-7a805760-8280-423f-be81-a8467b2cba4d,22
org-2e18c3a6-5a09-4500-85b9-fd63ea3c7172,loc-2da56c0c-7a96-44fd-83c3-a115fd899c8f,20
org-ec036282-b0cb-48b7-b085-07778d8a9490,loc-18e3cb29-4df2-4a09-b5e2-9db26800ece2,20
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-e58d3798-5d42-4d4c-90b7-424ce9c78d57,20
org-d7a82a2f-b933-4459-8a1e-91a605df80f7,loc-56110a26-429b-466f-8815-e1a27097d28a,20
org-91d0f611-fa06-42dc-b616-282c4d8dfda3,loc-4b7e62ca-8d2b-4a23-81d9-9de1843aeba2,19
org-00523c63-32e3-4348-8d6f-09ed1fc2d631,loc-61fca662-b75d-4187-a3d2-baa5040a4a22,18
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-da821a62-1c77-4f74-a798-bdd1283fa30b,15
org-ec036282-b0cb-48b7-b085-07778d8a9490,loc-b40e20a4-587d-4d44-9746-6a129055c4df,14
org-5cf80db5-7a28-4dcf-846b-8cdf5f362269,loc-d9709a0c-8c9e-4a7b-a0d7-4d5fb98f7cff,13
org-5cf80db5-7a28-4dcf-846b-8cdf5f362269,loc-be78f784-399f-4abc-b870-d11ba58bd51c,12
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-938d67f0-a294-4506-bbfa-337b7df4a053,12
org-ec036282-b0cb-48b7-b085-07778d8a9490,loc-ed88540e-679a-4913-9ffa-784e3ef04e81,12
org-ec036282-b0cb-48b7-b085-07778d8a9490,loc-d82ee5fd-29a9-454b-96b7-f5f148bd2a5b,12
org-ec036282-b0cb-48b7-b085-07778d8a9490,loc-3eaa4588-ef60-406b-85a0-60228d404005,12
org-ec036282-b0cb-48b7-b085-07778d8a9490,loc-3e1b7688-2213-4e7f-b830-91dd0e69195b,11
org-ec036282-b0cb-48b7-b085-07778d8a9490,loc-392a8845-d936-4158-9cd6-36a6e465114e,11
org-d7a82a2f-b933-4459-8a1e-91a605df80f7,loc-16d076d3-3e0c-4511-b64a-cc75672a8b2c,11
org-ec036282-b0cb-48b7-b085-07778d8a9490,loc-06c63c13-a6f9-40cf-8f4f-2c62fe752470,10
org-ec036282-b0cb-48b7-b085-07778d8a9490,loc-eb5ede80-2b86-4fec-82c8-dffbe20ab744,9
org-ec036282-b0cb-48b7-b085-07778d8a9490,loc-80791c0c-2b2b-48f5-b71f-6062e64fd30d,9
org-c0b45cff-b4b8-4bf2-8d97-5aca04145b9b,loc-6c81b70b-7719-4965-8485-4d153c68923f,8
org-ec036282-b0cb-48b7-b085-07778d8a9490,loc-6b7275fd-ae2d-49cd-8b88-f6913e33b589,8
org-ec036282-b0cb-48b7-b085-07778d8a9490,loc-8acb225e-abd6-4fad-b7f1-3ff785e14fe4,8
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,loc-a3416bb8-76aa-4dee-bc82-1fc15ea5af09,7
org-ec036282-b0cb-48b7-b085-07778d8a9490,loc-c06fd51d-cbbd-4e9d-acf0-cbc6951da65c,7
org-c0b45cff-b4b8-4bf2-8d97-5aca04145b9b,loc-31065ed6-77af-44c6-8a72-15cebb3e100e,6
org-ec036282-b0cb-48b7-b085-07778d8a9490,loc-9b49dfa9-da04-41d1-8cfd-9bf7a4d34500,6
org-3ee913fc-8f7e-449b-9f41-1d167e71bd51,loc-521b4230-f782-4755-b23d-2077a7b57de1,6
org-2e18c3a6-5a09-4500-85b9-fd63ea3c7172,loc-40de3f29-2a35-4773-95a2-69bf26d84058,6
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-c3b58196-5855-41b4-802b-d89525c782ff,6
org-90994f26-b1e4-4629-8216-253536d709a9,loc-c17973f4-84da-46ff-9a20-ed0efb9865e6,5
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-906d4e39-87c1-4f76-95aa-d1ca409f0004,4
org-00523c63-32e3-4348-8d6f-09ed1fc2d631,loc-a71c5ca4-5596-4e67-9273-7c4d5d1ffb76,4
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-0563e825-c7fb-4b1f-9c50-9887eea5840a,4
org-668e8d67-584b-4d48-8612-9ddec5f0818c,loc-16e2d069-e9f6-40b1-a000-cfcf238db213,3
org-3300ed5d-1c5c-44a6-8187-a05395397a21,loc-8cf9cf2a-ca39-46a5-8914-d687f37404b7,3
org-da401e9e-f16f-4b29-a3a3-98b7abdc8258,loc-c9523299-f9f1-49e4-ba80-76f18b22614f,3
org-c98c00a8-381f-4b79-ab5e-2c67e1d999da,loc-840fb318-1784-49a1-8019-71bd858d0ed9,3
org-2e18c3a6-5a09-4500-85b9-fd63ea3c7172,loc-f6301e40-9093-4afd-af8c-3da596dd6635,2
org-d7a82a2f-b933-4459-8a1e-91a605df80f7,loc-84373d94-a3b3-4cdc-a49f-5088d3151e20,1
org-d7a82a2f-b933-4459-8a1e-91a605df80f7,loc-a3f7c2b3-73d9-428a-a75f-ad220653fd61,1
